contents,category
【美股盘前消息速报】①美国股指期货周三盘前走平，从本交易日来看，投资者重点关注美联储会议纪要，预计纪要可能会提到部分FOMC委员的态度转变。②截至发稿，道指期货微涨0.02%，标普500期指涨0.02%，纳指期货微跌0.01%。③英国富时100指数涨0.8%，德国DAX指数跌0.1%，法国CAC-40指数涨0.02%。④在美联储将公布近期货币政策会议记录之前，美国公债收益率回落。基准10年期美国国债收益率跌至1.635%，30年期美国国债收益率跌至2.302%。收益率与价格走势相反。⑤美元指数目前交投在92.30附近，走势基本持平，美债收益率的下滑给多头带来压力。⑥现货黄金仍维持跌势，日内自1740美元上方小幅回落，主要因对经济加速复苏的憧憬打压了黄金的避险魅力，投资者进行部分获利了结。⑦比特币跌破56000美元/枚，美股区块链板块盘前短线下挫，Riot Blockchain跌5.5%，Marathon Patent跌4.9%，Bit Digital跌4.3%，嘉楠科技跌3.7%。⑧理想汽车盘前跌超4%，公司宣布拟发行7.5亿美元2028年到期的可转换优先债券。⑨蔚来汽车盘前跌近1%，CEO李斌称目前出现供需失衡的汽车芯片多为基础芯片，对行业构成的是短期压力，预计对二季度的挑战比较大。,银行
"
【发改委：支持证券、保险、基金等行业在海南发展】发改委：支持证券、保险、基金等行业在海南发展。依法支持证券、基金等金融机构落户海南。鼓励发展医疗健康、长期护理等商业保险，支持多种形式养老金融发展。",银行
钢铁股午后继续走强，重庆钢铁、八一钢铁、西宁特钢、凌钢股份、安阳钢铁、酒钢宏兴等10股涨停，南钢股份涨超8%、首钢股份、山东钢铁等纷纷大涨。,白酒
【证监会：对造假上市公司严格执行退市制度】证监会表示，下一步将继续把建立常态化退市机制作为全面深化资本市场改革的重要内容，切实强化退市监管力度，加快制定落实投资者保护相关制度。（人民网财经）,银行
  【北上资金净流出17.03亿 贵州茅台净卖出14.71亿】北上资金今日净流出17.03亿。贵州茅台、中国中免、京东方Ａ、山西汾酒净卖出居前，分别获净卖出14.71亿元、5.73亿元、3.91亿元、3.71亿元。,白酒
【午评：三大指数低开低走创指跌1.2% 海南概念依旧强势】三大指数低开，开盘后跳水，创指跌逾1%，钢铁板块冲高回落，海南概念依旧强势。而后指数震荡下行，氢能概念走强，白酒板块回落。总体来看，个股跌多涨少，赚钱效应较差。从盘面上看，海南概念、医美板块涨幅居前，白酒、化工板块跌幅居前。,白酒
【央行行长易纲：未来宏观经济政策将保持稳定性、连续性】4月8日晚，第43届国际货币与金融委员会（IMFC）会议以视频会议形式召开。中国人民银行行长易纲介绍了中国经济形势，表示中国经济今年以来继续稳定复苏。中国稳健的货币政策有力支持了疫情应对，并始终保持在正常区间。为支持小微企业，中国近期宣布延长两项直达实体经济的货币政策工具。未来，宏观经济政策将保持稳定性、连续性。,银行
【央行行长易纲：推进绿色金融是人民银行的工作重点】易纲表示，中方支持基金组织普遍增发6500亿美元等值的特别提款权，支持特别提款权富余国家自愿将特别提款权转借给脆弱国家，同时期望基金组织第16次份额总检查如期取得进展。易纲指出，推进绿色金融是人民银行的工作重点，赞同基金组织将气候变化纳入全球政策议程，并就数字货币的影响等问题开展研究。,银行
【收评：三大指数低位盘整创指跌1.5% 海南概念继续领涨】4月9日消息，三大指数低开后跳水，创指跌逾1%，钢铁板块冲高回落，而后指数震荡下行，白酒板块回落。指数午后延续下行态势，沪指跌逾1%，创指一度跌近2%，海南概念板块逆势拉升，次新股板块持续上行，上市首日新股表现亮眼，临近尾盘，指数跌幅均小幅收窄。总体来看，市场走势分化，权重股表现萎靡，市场情绪趋冷，个股涨跌参半，赚钱效应一般。从盘面上看，海南概念、旅游板块涨幅居前，白酒、半导体板块跌幅居前。,白酒
华为副董事长、轮值董事长徐直军：华为将加大对自动驾驶投资，推动汽车行业的智能化、网联化，为华为带来长期战略机会，而未来最具颠覆性的产业也将是在汽车产业。,银行
【央行相关负责人：中国金融市场运行平稳，未受美国货币政策态势预期影响】近期，受美国货币政策态势预期的影响，全球金融市场特别是一些新兴经济体的金融市场出现波动。对此，中国人民银行货币政策司司长孙国峰12日在人民银行举行的新闻发布会上表示，中国金融市场运行平稳，并没有受此影响。孙国峰说：“人民币汇率双向浮动，中国的十年期国债收益率保持在3.2%附近，较前期还有所下降，表明我国跨境资本流动保持总体平衡，实施正常货币政策的积极作用在持续显现。下一步，我国的货币政策将‘以我为主’，坚持正常货币政策，‘稳字当头’，保持定力，珍惜正常的货币政策空间，同时密切关注国际经济金融形势变化，增强人民币汇率弹性，‘以我为主’开展国际宏观政策协调，保持好宏观政策全球的领先态势。”（国际在线）,银行
【央行孙国峰：密切关注4月份财政收支和市场流动性供求变化】央行货币政策司司长孙国峰：密切关注4月份财政收支和市场流动性供求变化，综合运用公开市场操作等多种货币政策工具，对流动性进行精准调节，保持银行体系流动性合理充裕，为政府债券发行提供适宜的流动性环境。,银行
央行货币政策司司长孙国峰：在研究碳减排支持工具，鼓励金融机构加大对碳减排重点领域的信贷支持。,银行
【美股盘前消息速报】①欧美股市周一多数回落，今天，投资者将密切关注美国总统拜登提出价值逾2万亿美元的基础设施一揽子计划。②截至发稿，道指期货跌0.2%，标普500期指跌0.2%，纳指期货跌0.3%。③英国富时100指数下跌0.6%，德国DAX指数上涨0.1%，法国CAC40指数下跌1.0%。④亚洲股市周一下跌，交易员们权衡冠状病毒大流行后全球不平衡的复苏，以及美联储主席鲍威尔最新的乐观美国前景。⑤印度Sensex指数跌至10周低点，因新冠病毒感染日飙升。日本日经指数下跌0.77%。香港恒生指数下跌0.85%，上证综合指数下跌1.09%。⑥汇市方面，由于美债收益率周一回落，美元也遭遇了抛售，逼近92关口，最低触及92.03。⑦尽管美元承压，不过现货黄金徘徊于1740附近。⑧基准10年期美国国债收益率跌至1.646%，30年期美国国债收益率跌至2.313%。⑨特斯拉盘前涨1.5%，马斯克在推特表示FSD Beta9.0．版本接近完成；此外，Canaccord将特斯拉目标价大幅上调至1071美元。⑩阿里巴巴盘前涨6.1%，阿里CEO张勇表示预计反垄断处罚不会造成重大影响。?开心汽车盘前涨超10%，此前宣布海淘车与京东将合作，实现在京东平台上海淘车汽车总销售额达到20亿元人民币的目标。,银行
【午评：指数早盘震荡上行创指涨1.4% 医美概念股领涨】A股三大指数集体高开，食品安全板块领涨。盘中，指数持续走强，酒店餐饮板块持续领涨，医美概念、景点旅游拉升冲高，汽车股、化工股大幅走强，农林牧渔板块继昨日大涨后迎来回调，碳中和、电力股再度遇冷。临近午盘，指数冲高回落，沪指翻绿，医美概念、景点旅游继续领涨，免税店、百货零售拉升走高，化工新材料持续升温，海南自贸区自昨日大幅下跌后迎来回调，农业、养殖板块遭重挫。总体来看，市场情绪仍较为积极，两市逾2400个股上涨。从盘面上看，酒店餐饮、景点旅游、医美概念等板块涨幅居前，养殖业、电力、农业种植等板块跌幅居前。,白酒
韩国央行行长李柱烈：加密货币的波动给金融稳定带来风险。,银行
【收评：两市指数下探回升沪指跌0.5% 有色板块午后爆发】4月15日消息，A股三大指数全线低开，二胎概念逆势领涨。盘中，指数持续走弱，数字货币持续领涨，医美概念、广东自贸区涨幅居前，白酒股大幅回暖，知识产权、军工股表现活跃；养殖业、次新股遭遇重挫；碳中和、电力、钢铁表现低迷。午后，指数探底回升，新冠检测、医美概念、有色冶炼加工板块先后拉升走强，石油矿业开采、煤炭概念短线走高。总体来看，资金面稍有收紧，市场防御情绪升温，权重股集体受挫，两市超过2400个股下跌。从盘面上看，二胎概念、有色冶炼加工、新冠检测等板块涨幅居前，养殖业、电力、注册制次新股等板块跌幅居前。,白酒
  北上资金今日净买入兴业银行5.96亿元、中国中免2.91亿元，净卖出比亚迪8.46亿元、宁德时代7.24亿元。,银行
【量化行业人士：白马闪崩与量化无关，赎回没太大压力】近日有传闻称，某头部量化私募旗下产品遭遇强赎，爆仓后进而引发部分股票崩盘。尽管该机构迅速辟谣，但市场上对量化行业的“指责”依然不少。多位量化行业人士表示“大白马闪崩与量化无关”，量化投资是分散组合投资，持仓数量较多，不会集中持仓大白马，近期赎回情况也一切正常。（中证报）,银行
